5326,baixing.com, Classifieds ,Shanghai,6,510000000,2005,2.911467081216E-006
14944,DocuSign, Cloud Management ,SF Bay Area,14,508099999,2003,0.9999999997
13986,Deem, E-Commerce ,SF Bay Area,9,504985435,2000,0.9874214761
41810,Privalia, E-Commerce ,Barcelona,4,501642500,2006,0.9492551326
23485,Hersha Hospitality Trust, Hospitality ,Philadelphia,1,500000000,1998,0.9835365869
35489,Navitas Midstream Partners, Oil & Gas ,Houston,1,500000000,2013,0.9999999998
37847,OneWeb, Technology ,London,1,500000000,2012,0.9944191747
46911,Seplat Petroleum Development Company, Energy ,NZL - Other,1,500000000,2009,2.22044604925031E-016
13746,Datapipe, Web Hosting ,Newark,3,487358426,1998,0.9853128226
30954,Lufax, Internet ,Shanghai,1,485000000,2011,0.9695105351
15011,Domo, Web Development ,Salt Lake City,8,483687225,2010,0.9800811383
6251,Bigpoint, Publishing ,Hamburg,2,460488000,2002,0.9236716885
57273,View, Solar ,SF Bay Area,11,460244466,2006,0.9461574391
60542,Youxinpai, E-Commerce ,CHN - Other,3,460000000,2011,0.9388185877
16349,Ele.me, E-Commerce ,Shanghai,5,455000000,2008,0.9572253922
55298,Tujia, Travel ,Beijing,4,455000000,2011,0.9825326435
49370,Sonos, Consumer Electronics ,Santa Barbara,9,453949974,2002,0.9865949992
49098,Sogou, Search ,Beijing,1,448000000,2004,0.9502649859
40471,Piramal Realty, Real Estate ,Mumbai,2,434000000,2011,0.9887935692
33002,Mevion Medical Systems, Health Care ,Boston,7,428335853,2004,0.9616643881
41827,Privia Health, Physicians ,"Washington, D.C.",3,417500000,2007,0.9999999997
1178,Adaptive Biotechnologies, Biotechnology ,Seattle,5,401499480,2009,0.9763079949
7768,Brash Entertainment, Games ,Los Angeles,1,400000000,2007,0.9221035372
43669,Reata Pharmaceuticals, Biotechnology ,Dallas,4,396949840,2002,0.9704663996
51219,Sunnova, Utilities ,Houston,3,395000000,2012,8.77098565712906E-007
38736,Oxford Nanopore Technologies, Nanotechnology ,London,9,379865383,2005,0.9776932536
15196,DraftKings, Games ,Boston,6,375000000,2011,0.9665027207
7548,Boston Power, Technology ,Worcester,9,370600000,2005,0.9880786086
52136,Tango, Messaging ,SF Bay Area,5,369247364,2009,0.9732330393
12730,Credit Karma, Finance ,SF Bay Area,6,368000000,2007,0.9802198152
28831,Koudai, E-Commerce ,Beijing,5,368000000,2010,0.9640133434
1355,ADMI Holdings, Finance ,Los Angeles,1,367645000,2010,0.9593110258
18393,FanDuel, Fantasy Sports ,New York City,7,361200000,2009,0.9289132087
32589,Meitu, Social Media ,CHN - Other,3,360000000,2008,0.8532182042
41830,Privlo, Finance ,Los Angeles,3,355900000,2011,0.9695274628
42160,Prosper, Finance ,SF Bay Area,12,354900000,2006,0.9840001953
21298,GitHub, Software ,SF Bay Area,2,350000000,2008,0.9434493705
26738,iQiyi, Photography ,CHN - Other,2,350000000,2010,0.9428146499
43012,Quikr, Curated Web ,Mumbai,6,346000000,2008,0.9491987101
48353,Slack, Unifed Communications ,SF Bay Area,7,339950000,2013,0.9403248199
50561,Stem CentRx, Biotechnology ,SF Bay Area,3,323526990,2008,0.9493845757
11810,CompuCom Systems Holding, Public Relations ,Boston,1,323000000,2007,0.8842015215
54369,Towergate, Finance ,Kent,1,322282099,1997,1.81752454621394E-013
1719,Affirm, Payments ,SF Bay Area,2,320000000,2012,0.9787088272
25076,Immunocore, Biotechnology ,London,1,320000000,2008,0.9522312315
19661,Foodpanda / Hellofood, Hospitality ,Berlin,6,318000000,2012,0.9808607126
4771,Automattic, Web CMS ,SF Bay Area,5,317300000,2005,0.9597773668
45629,Saguaro Resources, Manufacturing ,Calgary,1,315000000,2012,0.9894267494
37100,Nutanix, Enterprise Software ,SF Bay Area,5,312200000,2009,0.9763853954
24332,HYLA Mobile, Clean Technology ,Dallas,4,311453228,2009,0.883153324
34145,MongoDB, Cloud Computing ,New York City,8,311100000,2007,0.9856818426
23619,Highwinds, Software ,Orlando,3,310000000,2002,0.9646349708
42213,Proteus Digital Health, Software ,SF Bay Area,9,309049979,2001,0.9891179564
36370,NGM Biopharmaceuticals, Biotechnology ,SF Bay Area,6,308438996,2007,0.9723413085
58015,Vox Media, Sports ,"Washington, D.C.",8,307632220,2003,0.9781260305
22344,GridPoint, Clean Technology ,"Washington, D.C.",11,307588886,2003,0.9588512841
34494,Mozido, Enterprise Software ,Austin,4,307161792,2008,0.9650513005
9173,Carrier Energy Partners, Clean Technology ,Houston,1,300000000,2013,0.9449230195
15662,Eagle Energy Exploration, Energy ,Tulsa,1,300000000,2009,1.23088842180759E-008
8379,BuzzFeed, News ,New York City,6,296300000,2008,0.9766011574
21852,Goodman Networks, Mobile ,Dallas,5,296043358,2000,0.9721958448
16419,Elevance Renewable Sciences, Clean Technology ,Chicago,4,294000000,2007,0.9079505941
21827,Good Technology, Data Security ,SF Bay Area,6,291297000,1996,0.9911655317
14259,Despegar.com, Travel ,Miami,2,291000000,1999,0.942476431
17710,Evernote, Software ,SF Bay Area,11,290000000,2007,0.981555311
3549,AppNexus, Advertising ,New York City,8,288171856,2007,0.9802570356
22977,Harry's, Fashion ,New York City,6,287100001,2011,0.955234676
21248,Gilt Groupe, Shopping ,New York City,7,286000000,2007,0.9637395439
23945,Hootsuite, Brand Marketing ,Vancouver,6,284900000,2008,0.9893880959
45874,Sapphire Energy, Clean Technology ,San Diego,4,283500000,2007,0.8551555034
32609,Melinta, Biotechnology ,Hartford,7,282500000,2000,0.9529103064
28543,Klarna, Payments ,,6,282074000,2005,0.8982350069
30732,Lookout, Security ,SF Bay Area,8,282000000,2007,0.9805569689
47917,SimpliVity, Storage ,Worcester,5,276500000,2009,0.9768427498
1985,AirCell, Messaging ,Chicago,3,276108581,2005,0.9508062174
30918,Lucid Energy Group, Clean Technology ,Dallas,2,275000000,2011,0.8679048031
44188,ReNew Power, Clean Technology ,New Delhi,2,275000000,2011,0.8978718366
56536,Vantage Data Centers, Data Centers ,SF Bay Area,2,275000000,2010,0.9006266778
25963,Instacart, E-Commerce ,SF Bay Area,5,274800000,2012,0.9765378356
20255,Funding Circle, Financial Services ,London,6,273237070,2010,0.9918788188
56447,Valeritas, Diabetes ,Newark,3,271951220,2006,0.9999999985
38783,OZON.ru, E-Commerce ,Moscow,4,271000000,1998,0.9276823923
8985,CardioDx, Biotechnology ,SF Bay Area,9,268990356,2004,0.9762792619
17588,Eurus Energy Holdings, Clean Technology ,Tokyo,1,266400000,2001,0.9474108465
1600,Adyen, Payments ,Amsterdam,2,266000000,2006,0.916338245
29539,LegalZoom, Legal ,Los Angeles,2,266000000,1999,0.986762533
29964,LightSquared, Mobile ,"Washington, D.C.",1,265000000,2010,0.9536646394
28858,Kreditech, SaaS ,Hamburg,8,263000000,2012,0.9739210385
29901,"LiftForward, Inc.", Financial Services ,New York City,4,261300000,2013,0.9963600883
53950,Tintri, Virtualization ,SF Bay Area,6,260000000,2008,0.999999998
34595,MuleSoft, Data Integration ,SF Bay Area,7,259000000,2006,0.9999999967
25932,Inspiration Biopharmaceuticals, Biotechnology ,"Orange County, California",2,258625546,2004,0.9892749844
3341,Apollo Endosurgery, Biotechnology ,Austin,7,256327392,2006,0.962271824
32200,Medallia, Customer Service ,SF Bay Area,4,255000000,2001,0.9820966164
47048,Seven Energy, Energy ,London,1,255000000,2004,2.07402632733806E-008
27741,JustFab, Fashion ,Los Angeles,6,254000000,2010,0.9220602798
11655,CommonBond, Finance ,New York City,3,253500000,2011,0.9758078243
23337,HelioVolt, Clean Technology ,Austin,6,253000000,2001,0.9579661852
5320,Baihe, Social Media ,Beijing,4,250000000,2005,0.9073743889
6171,Bicon Pharmaceutical, Health Care ,CHN - Other,2,250000000,1997,0.9718085064
6739,Biz2Credit, Finance ,New York City,1,250000000,2007,0.966970224
8690,Campaign Monitor, Software ,SF Bay Area,1,250000000,2004,0.9436200745
36485,Nippon Renewable Energy, Clean Technology ,,1,250000000,2013,0.881167073
44084,Relativity Media, Games ,KY - Other,2,250000000,2004,8.94229986211327E-007
47147,Shanghai Yupei Group, Customer Service ,Shanghai,1,250000000,2000,0.9764571695
13512,Dafiti, Fashion ,Sao Paulo,5,249299000,2010,0.8595486695
1331,Adknowledge, Social Media ,Kansas City,2,248000000,2004,0.9463044394
6028,BestSecret.com, Online Shopping ,DEU - Other,1,248000000,2007,0.9516864284
50238,SquareTrade, Hardware + Software ,SF Bay Area,4,247700000,1999,0.9671616268
54840,TRIA Beauty, E-Commerce ,SF Bay Area,11,247226267,2003,0.9705326015
51203,Sungevity, Clean Technology ,SF Bay Area,7,245500000,2008,0.8922398481
8508,Cadence Bancorp, Banking ,Houston,1,245000000,2009,0.9508106004
33915,Mode Media (fka Glam Media), Fashion ,SF Bay Area,11,244600000,2003,0.9561984172
27802,Kabam, Games ,SF Bay Area,6,244500000,2006,0.9300910356
60662,Zalando, E-Commerce ,Berlin,5,243424047,2009,0.9570580904
49163,Solarflare Communications, Enterprise Software ,Anaheim,19,242948825,2005,0.9869888186
61330,Zuora, Billing ,SF Bay Area,6,242500000,2007,0.9999999999
47783,Silicor Materials, Manufacturing ,SF Bay Area,8,240007997,2006,0.9331821887
44190,Renewable Energy Trust Capital, Banking ,SF Bay Area,1,239000000,2011,0.9649700072
60665,ZALORA Group, E-Commerce ,Singapore,4,238000000,2012,0.9661896142
57295,ViewRay, Health Care ,Cleveland,10,237973385,2004,0.9761659918
58115,Vubiquity, Digital Media ,"Washington, D.C.",4,237179999,2009,0.9930081019
45237,Rostelecom, Mobile ,Moscow,1,237000000,2011,0.7444976177
49065,SoftBank Robotics Holdings, Banking ,Tokyo,1,236000000,2014,0.9969631142
49061,Soft Machines, Semiconductors ,SF Bay Area,6,235687795,2006,0.9235048153
19957,Freedom Financial Network, Local Businesses ,SF Bay Area,2,235000000,2002,0.9999999997
55491,Twilio, Enterprise Software ,SF Bay Area,6,233700000,2008,0.965646378
790,Accela, Software ,,4,233500000,1999,0.9496873004
25443,Infinidat, Storage ,Tel Aviv,2,230000000,2009,0.9701813697
43270,RagingWire, Enterprise Software ,Sacramento,1,230000000,2000,0.9226474734
11244,Coda Automotive, Clean Technology ,Los Angeles,5,229000000,2009,0.8785069248
4436,ATI Physical Therapy, Health and Wellness ,Chicago,1,225828977,1996,0.9895162329
38148,Oportun, Finance ,SF Bay Area,7,225300000,2005,0.9684352201
29671,"Lestis Wind, Hydro & Solar", Clean Technology ,Dallas,2,225000000,2009,0.8394486595
37732,One Kings Lane, E-Commerce ,SF Bay Area,6,225000000,2009,0.9543488259
42958,Qufenqi, Payments ,Beijing,4,225000000,2014,0.9962128148
22985,Harvest Power, Clean Technology ,Boston,11,224514000,2008,0.9271235141
4830,Avalara, Software ,Seattle,7,223625355,2004,0.9707246089
23897,Honest Co., E-Commerce ,Los Angeles,4,222000000,2011,0.9382560764
54640,Transphorm, Clean Technology ,Santa Barbara,9,221200001,2007,0.8899302829
25666,InMobi, Mobile ,SF Bay Area,5,220600000,2007,0.9552170385
6834,BlackLine, Enterprise Software ,Los Angeles,1,220000000,2001,0.9739290198
21102,Gett (previously GetTaxi), Travel ,New York City,6,220000000,2010,0.9788039017
27311,Jet, E-Commerce ,Newark,3,220000000,2014,0.9893710374
33466,Mirantis, Open Source ,SF Bay Area,4,220000000,2011,0.9999999988
39017,Panshi, Advertising ,Hangzhou,2,220000000,2003,0.999999997
42826,Qualtrics, Software ,Salt Lake City,2,220000000,2002,0.9590666289
50648,Stion, Clean Technology ,SF Bay Area,4,220000000,2006,0.8503065931
14403,Dianrong.com, Finance ,Shanghai,4,219000000,2012,0.985969346
13224,CureVac, Biotechnology ,Stuttgart,4,218007000,2000,0.9999999991
54075,To8to, Consulting ,Shenzhen,2,216480000,2008,0.9352129651
58321,Warby Parker, Retail ,New York City,6,215500000,2010,0.9452426181
35872,NetShoes, E-Commerce ,Sao Paulo,2,214999816,2000,0.9194260262
24092,Houzz, Curated Web ,SF Bay Area,4,213600000,2009,0.939418632
20686,GCT Semiconductor, Semiconductors ,SF Bay Area,8,212528399,2000,0.9734179977
33991,Mogujie, Beauty ,Hangzhou,5,212000000,2010,0.9999999984
37981,OPE GEDC Holdings, Health and Wellness ,New York City,1,211459196,2011,0.9706171014
36863,NovImmune, Biotechnology ,Geneva,6,210996580,1998,0.9909176524
29142,Lamoda, E-Commerce ,Moscow,4,210866000,2011,0.7673890739
19333,Flipboard, News ,SF Bay Area,5,210500000,2010,0.9740914742
49203,Solexel, Clean Technology ,SF Bay Area,6,210420614,2005,0.8761993414
4470,Atlassian, Enterprise Software ,Sydney,2,210000000,2002,0.9588519322
16093,Editas Medicine, Health Care ,Boston,3,210000000,2013,0.9746020929
38667,Oversee, Lead Generation ,Los Angeles,2,210000000,2000,5.39822560146493E-007
42234,ProtoStar, Web Hosting ,Bermuda,2,210000000,2001,0.9999999885
1019,Actifio, Enterprise Software ,Boston,6,207500000,2009,0.9755271894
32287,MediaMath, Advertising ,New York City,6,207500000,2007,0.9716626461
42210,Proterra, Public Transportation ,Greenville - Spartanburg,8,207210700,2004,1
3405,AppDynamics, Software ,SF Bay Area,6,206500000,2008,0.950058287
57635,Visto, Mobile ,SF Bay Area,5,206400000,1996,0.986563602
47130,Shanghai Media Group, News ,Shanghai,2,205600000,2001,0.9846944659
25877,InsideSales.com, Lead Management ,Salt Lake City,5,205300021,2004,0.9999999992
27234,Jasper, Cloud Computing ,SF Bay Area,6,205300000,2004,0.9725378241
60951,Zeta Interactive, Advertising ,New York City,2,205000000,2007,0.9579525564
18095,Extreme Reach, Advertising ,Boston,9,204632382,2007,0.9764947091
46999,ServiceMax, Enterprise Software ,SF Bay Area,6,204000000,2007,0.9738400484
10062,China Auto Rental Holdings, E-Commerce ,Beijing,3,203000000,2007,0.9417961689
21461,Global Fashion Group, Fashion ,,2,202000000,2011,0.7882743557
50901,StreetShares, Financial Services ,"Washington, D.C.",2,201200000,2014,0.9985974986
48135,SKAI Holdings, Real Estate ,Dubai,1,201000000,2011,0.9906893354
415,55tuan.com, E-Commerce ,Beijing,2,200000000,2010,0.9353806579
8976,Cardinal Midstream, Clean Technology ,Dallas,1,200000000,2008,0.7604761908
23617,HighTower Advisors, Finance ,Chicago,2,200000000,2008,0.9463208943
39456,Paytm, E-Commerce ,New Delhi,2,200000000,2010,0.9327017712
54814,Trendy International Group, Fashion ,Guangzhou,1,200000000,1999,0.8918011789
60262,Yes Bank, Banking ,Mumbai,1,200000000,2004,0.9574264983
17634,Eventbrite, Events ,SF Bay Area,10,199575000,2006,8.07746162736676E-007
7019,Blu Homes, Real Estate ,SF Bay Area,5,197500000,2008,0.9789485947
25043,immatics biotechnologies, Biotechnology ,Stuttgart,6,196175411,2000,0.9999999992
18474,Farfetch, Fashion ,London,5,194500000,2008,0.9159738741
23377,HelloFresh, Hospitality ,New York City,4,193500000,2012,0.9715697443
16869,Enerkem, Clean Technology ,Montreal,5,193075599,2000,0.9560669195
7030,Blue Apron, Hospitality ,New York City,4,193000000,2012,0.9715329694
40505,Pivot3, Hardware + Software ,Houston,13,192437500,2003,0.9543634156
17412,eSolar, Clean Technology ,Los Angeles,3,192000000,2007,0.8454885791
15297,Drillinginfo, Analytics ,Austin,3,191577006,1999,0.9919297924
141,23andMe, Biotechnology ,SF Bay Area,7,191025838,2006,0.9545545608
39335,Patient-Centered Outcomes Research Institute, Health Care ,"Washington, D.C.",1,191000000,2010,0.922495458
27580,Joule Unlimited, Clean Technology ,Boston,4,190000000,2007,0.8912688281
50924,Stripe, Credit Cards ,SF Bay Area,7,190000000,2010,1.99082222299244E-007
13766,DataStax, Big Data ,SF Bay Area,6,189700000,2010,0.995411252
38077,OpenPeak, Hardware + Software ,Palm Beaches,7,186973367,2002,0.9340838771
18896,FinancialForce.com, Software ,SF Bay Area,6,186300000,2009,0.9619605635
29192,LanzaTech, Clean Technology ,Chicago,4,186300000,2005,0.8489595884
43041,Quirky, E-Commerce ,New York City,8,185325006,2009,0.9650163386
34020,moksha8 Pharmaceuticals, Biotechnology ,Philadelphia,4,185071696,2007,0.9514818834
10023,Cheyipai, Hardware + Software ,Beijing,4,185000000,2009,0.9268054546
54944,Trion Worlds, Games ,SF Bay Area,3,185000000,2006,0.8949883524
44474,RetailNext, Analytics ,SF Bay Area,5,184400000,2007,0.9849889244
42992,QuickPlay Media, Enterprise Software ,Toronto,5,184235885,2003,0.9789607028
16394,Element Power, Clean Technology ,"Portland, Oregon",1,183000000,2008,0.870488431
49176,SolarReserve, Clean Technology ,Los Angeles,3,182000000,2007,0.8418609523
13732,Dataminr, Analytics ,New York City,5,179566000,2009,0.9870382346
3744,Aquantia, Semiconductors ,SF Bay Area,8,178874633,2004,0.9450992611
58865,WestWing, E-Commerce ,Munich,4,178825133,2011,0.970802433
48548,SmartDrive Systems, Analytics ,San Diego,6,178149887,2004,0.9766088666
41334,Powa Technologies, E-Commerce ,London,3,176700000,2007,0.9475888623
1181,Adaptive Insights, Cloud Data Services ,SF Bay Area,7,176275000,2003,0.9233156149
31800,MarkLogic, Enterprise Software ,SF Bay Area,7,175563361,2003,0.9715332392
30104,Linio, E-Commerce ,Mexico City,4,175500000,2012,0.9758155435
42452,Purch, Advertising ,Salt Lake City,4,175500000,2003,0.949579637
41643,Preston Hollow Capital,,,1,175000000,2014,0.915644275
31688,MapR Technologies, Analytics ,SF Bay Area,5,173999994,2009,0.9843388507
14581,DigitalOcean, Cloud Computing ,New York City,5,173205800,2011,0.9768135767
9507,Celframe, Mobile ,Kuala Lumpur,2,173000000,1998,0.9366321966
45105,RockYou, Web Tools ,SF Bay Area,12,172725336,2005,0.9670122947
23270,HeartFlow, Biotechnology ,SF Bay Area,5,172715918,2007,0.9593367654
45317,Royole Corporation,,,1,172000000,2013,0.7656657931
5811,BeiGene, Biotechnology ,Beijing,2,171600000,2010,0.9496952193
7525,Borro, Finance ,London,5,171572758,2008,0.9653444361
56380,Uxin, Cars ,CHN - Other,2,170000000,2011,0.9999999996
29633,LensAR, Health Care ,Orlando,11,169521818,2004,0.9490512939
12526,Coupa Software, Enterprise Software ,SF Bay Area,7,169000000,2006,0.9627296574
27342,Jia.com, Manufacturing ,Shanghai,4,167988023,2005,0.9034625972
43861,Redfin, Real Estate ,Seattle,8,167820000,2004,0.9887015089
16781,EndoGastric Solutions, Health Care ,SF Bay Area,15,167545839,2002,0.9781002662
6610,Birch Communications, Web Hosting ,,2,167500000,1996,0.953327774
42851,Quantenna Communications, Wireless ,SF Bay Area,11,166153980,2006,0.9715262782
176,2degreesmobile, Mobile ,Auckland,1,165000000,2009,6.41643624739567E-008
7192,BlueSnap, Payments ,Boston,2,165000000,2002,0.958520445
13483,D2L, Mobile ,Toronto,2,165000000,1999,0.9793997351
27869,kaleo, Biotechnology ,Richmond,2,165000000,2010,0.9285132614
29224,Lashou.com, E-Commerce ,Beijing,3,165000000,2010,0.9354846471
31413,Mail.Ru Group, Curated Web ,Moscow,1,165000000,1998,0.8725648171
36527,NJOY, Health and Wellness ,Phoenix,3,165000000,2006,0.9373302686
31119,Lvmama, Travel ,Shanghai,5,163741652,2008,0.9608630516
40911,Pluralsight, Education ,UT - Other,2,162500000,2004,1.46419716785189E-007
19869,Foursquare, Location Based Services ,New York City,6,162350000,2009,0.9461002313
14897,Docker, Software ,SF Bay Area,4,162000000,2010,0.9510742969
21371,Glassdoor, Career Management ,SF Bay Area,6,161500000,2007,0.9674020836
31844,Mascoma, Clean Technology ,Boston,4,161000000,2005,0.8443304909
51862,Taboola, Video ,New York City,7,160000000,2007,0.9714986633
31447,Mainstream Renewable Power, Clean Technology ,IRL - Other,2,158684000,2008,0.480372688
41438,Practice Fusion, Health and Wellness ,SF Bay Area,12,157519998,2005,0.9789106752
54622,TransMedics, Health Care ,Boston,8,157178563,1998,0.9855475161
12971,CrowdStrike, Security ,Anaheim,4,156014852,2011,0.9510603387
18073,ExteNet Systems, Wireless ,Chicago,2,155900000,2003,0.9470353299
37505,Okta, Enterprise Software ,SF Bay Area,7,155000000,2009,0.972433565
51158,Sumo Logic, Analytics ,SF Bay Area,4,155000000,2010,0.9818503
12031,Constellation Pharmaceuticals, Biotechnology ,Boston,5,154450000,2008,0.9440364931
27791,K2, Technology ,Seattle,1,153496208,2000,0.9874302984
45129,"Roku, Inc.", Hardware + Software ,SF Bay Area,8,153100000,2002,0.9536850419
23118,Health Catalyst, Analytics ,Salt Lake City,5,152000000,2008,0.9760590605
47069,"SevOne, Inc.", Software ,"Wilmington, Delaware",2,152000000,2005,1
47085,SGN (Social Gaming Network), Games ,Los Angeles,4,152000000,2010,0.9065781167
30270,Lithium Technologies, Software ,SF Bay Area,5,151650012,2001,0.9768196476
27957,Kareo, Software ,Anaheim,10,151299999,2004,0.9571612267
47666,SIGFOX, Wireless ,Labège,4,151298218,2009,1.76890068024332E-007
935,Acetylon Pharmaceuticals, Biotechnology ,Boston,6,151250000,2008,0.9485999113
3764,Aquion Energy, Clean Technology ,Pittsburgh,5,150910788,2008,0.7466325426
31168,Lytro, Hardware + Software ,SF Bay Area,5,150750000,2011,0.9291513343
49217,SolidFire, Enterprise Software ,Denver,5,150035000,2010,0.9647275356
6814,Black Swan Energy, Clean Technology ,Calgary,1,150000000,2010,0.9538517366
17256,Epplament Energy, Clean Technology ,Houston,1,150000000,2008,0.7339606376
21732,Gogoro, Energy ,SF Bay Area,2,150000000,2011,1.60869632062144E-008
27983,Karoon Gas Australia, Oil & Gas ,,1,150000000,2003,0.9999999978
30206,Liquid Telecom, Telecommunications ,London,1,150000000,2004,0.9999999966
41484,Precision for Medicine, Health Care ,"Washington, D.C.",1,150000000,2011,0.9218395809
59962,Xiu.com, Fashion ,Shenzhen,3,150000000,2008,0.9683262499
15951,Ecom Express, Logistics ,New Delhi,2,149500000,2013,0.9999999987
2572,Altiostar Networks, Mobile ,Boston,5,149499995,2011,0.9545628253
5963,Benvenue Medical, Health Care ,SF Bay Area,8,149465921,2004,0.937535854
32812,Merus, Biotechnology ,Utrecht,3,149330143,2003,0.9999999996
14018,Deezer, Music ,Paris,3,149300000,2006,0.8746391747
36401,NicOx, Biotechnology ,Nice,1,149000000,1996,4.63777017089788E-008
38605,Outbrain, Reviews and Recommendations ,Netanya,7,149000000,2006,0.7396863309
53735,Thumbtack, Curated Web ,SF Bay Area,5,148200000,2008,0.9102198074
12402,Cornice, Hardware + Software ,Denver,2,148000000,2000,0.9367887839
14980,Dollar Shave Club, E-Commerce ,Los Angeles,5,147800000,2012,0.9598321096
59638,WorldRemit, P2P Money Transfer ,London,7,147655000,2010,0.9999999759
33720,Mobile Iron, Mobile ,SF Bay Area,5,147584247,2007,0.9454945609
42310,Prysm, Hardware + Software ,SF Bay Area,3,147558930,2005,0.8723173399
24884,ikaSystems, Enterprise Software ,Boston,3,147492730,1999,0.9817913098
12242,Cool Planet Energy Systems, Clean Technology ,MEX - Other,6,146769846,2009,0.9209416659
60050,Xtera Communications, Hardware + Software ,Dallas,5,146544093,1998,0.9717749338
28740,Kolltan Pharmaceuticals, Biotechnology ,Hartford,6,146000000,2007,0.8781634298
59474,Wonga, Risk Management ,London,4,145393366,2007,0.999999997
18320,Fallbrook Technologies, Auto ,Austin,8,145287897,1998,0.9999999997
37257,obopay, Mobile ,SF Bay Area,6,144760181,2005,0.9319052836
2959,Anaplan, Enterprise Software ,SF Bay Area,3,144400000,2006,0.9409265099
21134,GI Dynamics, Biotechnology ,Boston,4,144304548,2003,0.949327485
